date,flat_bill_rs,prana_bill_rs,saving_rs,flat_elec_rs,prana_elec_rs,flat_alt_rs,prana_alt_rs,flat_wear_rs,prana_wear_rs,elec_saving_rs,alt_extra_rs,wear_extra_rs,flat_mwh,prana_mwh,flat_peak_mw,prana_peak_mw,md_saving_rs,rtm_spread_rs_mwh,rtm_mean_rs_mwh,solve_s
2026-06-11,11320939.467435567,11296739.01009167,24200.45734389685,11320939.467435567,11285153.28489167,0.0,0.0,0.0,11585.7252,35786.18254389614,0.0,11585.7252,1895.9615760000006,1898.1564132499998,78.998399,81.374016,-52522.14455782296,4976.41,2092.7240625,0.6773231029510498
2026-06-12,12167295.510488296,11969056.219848339,198239.2906399574,12167295.510488296,11944528.219848339,0.0,0.0,0.0,24527.999999999996,222767.2906399574,0.0,24527.999999999996,1895.9615760000006,1900.0990352499998,78.998399,82.884367,-85914.25850340119,9974.67,2486.5602083333333,0.7398374080657959
2026-06-13,11914019.766468506,11855749.089367762,58270.6771007441,11914019.766468506,11843485.090131368,0.0,0.0,0.0,12263.999236394422,70534.67633713782,0.0,12263.999236394422,1895.9615760000006,1900.37316475,78.998399,82.884367,-85914.25850340119,5100.13,2368.703020833333,0.6144404411315918
2026-06-14,11615387.694411723,11572775.77424652,42611.92016520351,11615387.694411723,11563073.587046519,0.0,0.0,0.0,9702.187199999966,52314.10736520402,0.0,9702.187199999966,1895.9615760000006,1897.3248547499998,78.998399,82.884367,-85914.25850340119,4099.72,2229.7401041666667,0.6650354862213135
2026-06-15,13671696.288805043,13303298.41725614,368397.8715489041,13671696.288805043,13291034.41725614,0.0,0.0,0.0,12263.999999999998,380661.8715489041,0.0,12263.999999999998,1895.9615760000006,1900.5591312499998,78.998399,82.884367,-85914.25850340119,9600.42,3186.6053125,0.6119775772094727
2026-06-16,16502134.866126461,16012986.359047947,489148.5070785135,16502134.866126461,15905960.997277947,0.0,0.0,0.0,107025.36176999999,596173.8688485138,0.0,107025.36176999999,1895.9615760000006,1902.9707975000001,78.998399,84.71388,-126362.67517006793,9600.62,4503.697604166667,0.6586260795593262
2026-06-17,18775577.185288496,18379047.21461524,396529.9706732556,18775577.185288496,18259012.441982742,0.0,0.0,0.0,120034.7726325,516564.7433057539,0.0,120034.7726325,1895.9615760000006,1900.977908,78.998399,85.0,-132688.45748299314,7599.46,5561.601979166666,0.8126838207244873
2026-06-18,20871983.759888746,20576792.826116834,295190.933771912,20871983.759888746,20480712.246836834,0.0,0.0,0.0,96080.57928,391271.5130519122,0.0,96080.57928,1895.9615760000006,1898.3682682499998,78.998399,85.0,-132688.45748299314,7950.57,6537.126041666666,0.5881919860839844
2026-06-19,19377778.669535734,19001555.050215587,376223.61932014674,19377778.669535734,18888345.322380587,0.0,0.0,0.0,113209.727835,489433.3471551463,0.0,113209.727835,1895.9615760000006,1899.6314549999997,78.998399,85.0,-132688.45748299314,9600.74,5841.8253125,0.6305310726165771
2026-06-20,20486381.43529237,20175177.72988622,311203.7054061517,20486381.43529237,20067985.67169872,0.0,0.0,0.0,107192.05818749999,418395.76359365135,0.0,107192.05818749999,1895.9615760000006,1898.80218625,78.998399,85.0,-132688.45748299314,9269.75,6357.693125000001,0.5912742614746094
2026-06-21,16661926.408542927,16132464.399907352,529462.008635575,16661926.408542927,15995859.709342353,0.0,0.0,0.0,136604.690565,666066.6992005743,0.0,136604.690565,1895.9615760000006,1901.7884937499998,78.998399,85.0,-132688.45748299314,9600.48,4578.053645833334,0.572761058807373
2026-06-22,15755974.413621001,15337822.474779906,418151.9388410952,15755974.413621001,15289695.882347405,0.0,0.0,0.0,48126.5924325,466278.531273596,0.0,48126.5924325,1895.9615760000006,1900.7872212499997,78.998399,83.456554,-98564.65136054414,9600.03,4156.485625,0.6441125869750977
2026-06-23,14961161.372039903,14546007.889313852,415153.48272605054,14961161.372039903,14499812.463687602,0.0,0.0,0.0,46195.42562624999,461348.9083523005,0.0,46195.42562624999,1895.9615760000006,1900.6752144999998,78.998399,83.157167,-91945.55102040805,9600.88,3786.6340625,0.5709998607635498
2026-06-24,16208422.449678933,15784175.968425548,424246.48125338554,16208422.449678933,15724966.488083048,0.0,0.0,0.0,59209.48034249999,483455.96159588546,0.0,59209.48034249999,1895.9615760000006,1901.4399872499998,78.998399,83.835018,-106932.05272108852,9229.71,4367.023958333333,0.5631179809570312
2026-06-25,16947604.678391002,16440103.746355638,507500.9320353642,16947604.678391002,16311204.957168138,0.0,0.0,0.0,128898.78918750046,636399.7212228645,0.0,128898.78918750046,1895.9615760000006,1902.2011212499997,78.998399,85.0,-132688.45748299314,9600.61,4710.98875,0.695713996887207
2026-06-26,20064661.491611525,19705153.518503044,359507.9731084816,20064661.491611525,19611224.395230543,0.0,0.0,0.0,93929.12327250002,453437.09638098255,0.0,93929.12327250002,1895.9615760000006,1898.4239297499998,78.998399,85.0,-132688.45748299314,9000.32,6161.453541666667,0.8620686531066895
2026-06-27,21871886.245836303,21614889.506914508,256996.73892179504,21871886.245836303,21538234.855159506,0.0,0.0,0.0,76654.651755,333651.39067679644,0.0,76654.651755,1895.9615760000006,1897.6068027500003,78.998399,85.0,-132688.45748299314,8522.18,7002.412187500001,0.5720057487487793
2026-06-28,18587300.351129666,18115852.199859127,471448.15127053857,18587300.351129666,18019503.993249126,0.0,0.0,0.0,96348.20661,567796.3578805402,0.0,96348.20661,1895.9615760000006,1898.6390702499998,78.998399,85.0,-132688.45748299314,9990.09,5473.990833333333,0.6806628704071045
2026-06-29,16054508.66115664,15475798.939912109,578709.7212445308,16054508.66115664,15346051.74325461,0.0,0.0,0.0,129747.1966575,708456.91790203,0.0,129747.1966575,1895.9615760000006,1902.0518337499998,78.998399,85.0,-132688.45748299314,9976.71,4295.403020833333,0.513953447341919
2026-06-30,13348653.7528284,13038257.406651296,310396.34617710486,13348653.7528284,13001465.406345462,0.0,0.0,0.0,36792.00030583352,347188.34648293816,0.0,36792.00030583352,1895.9615760000006,1899.4687722499998,78.998399,82.884367,-85914.25850340119,9976.41,3036.2834375,0.5601942539215088
2026-07-01,13082765.137368115,12956551.21602913,126213.92133898474,13082765.137368115,12944287.220306017,0.0,0.0,0.0,12263.995723112857,138477.91706209816,0.0,12263.995723112857,1895.9615760000006,1900.61143675,78.998399,82.884367,-85914.25850340119,6334.34,2912.557083333333,0.5669505596160889
2026-07-02,12561401.405072784,12198708.982667573,362692.42240521125,12561401.405072784,12182392.022267573,0.0,0.0,0.0,16316.960399999998,379009.38280521147,0.0,16316.960399999998,1895.9615760000006,1900.3686294999998,78.998399,82.884367,-85914.25850340119,9950.51,2669.9501041666667,0.8947815895080566
2026-07-03,13761438.534583448,13550827.838544378,210610.69603906944,13761438.534583448,13526299.838544378,0.0,0.0,0.0,24527.999999999996,235138.69603906944,0.0,24527.999999999996,1895.9615760000006,1900.5348929999998,78.998399,82.884367,-85914.25850340119,9600.29,3228.365208333334,0.566652774810791
2026-07-04,13307442.990711587,13142649.088199332,164793.9025122542,13307442.990711587,13118121.09039342,0.0,0.0,0.0,24527.997805912542,189321.90031816624,0.0,24527.997805912542,1895.9615760000006,1900.5514779999999,78.998399,82.884367,-85914.25850340119,9600.83,3017.1067708333335,0.6645610332489014
2026-07-05,10683894.992990373,10631188.995565338,52705.99742503464,10683894.992990373,10622172.035965338,0.0,0.0,0.0,9016.959599999973,61722.95702503435,0.0,9016.959599999973,1895.9615760000006,1897.3986292499999,78.998399,82.884367,-85914.25850340119,3973.17,1796.2871875,0.6133742332458496
2026-07-06,14020114.774192864,13476130.85476781,543983.9194250535,14020114.774192864,13431552.839973133,0.0,0.0,0.0,44578.01479467774,588561.934219731,0.0,44578.01479467774,1895.9615760000006,1901.269902,78.998399,83.503453,-99601.53401360521,9976.65,3348.7354166666664,0.5322732925415039
2026-07-07,13751725.477437997,13631690.198561274,120035.27887672372,13751725.477437997,13607162.19905019,0.0,0.0,0.0,24527.999511083115,144563.2783878073,0.0,24527.999511083115,1895.9615760000006,1899.9442534999998,78.998399,82.884367,-85914.25850340119,7600.04,3223.845416666667,0.7947463989257812
